first_seen,posted_at,company,tier,role,location,term,score,source,url
2026-08-01T03:35:00.880979+00:00,2026-05-03T03:35:00.880979+00:00,Astranis,1,Mechanical Engineer - Associate Progr...,San Francisco,unknown,9,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-04-03T03:35:00.880979+00:00,Varda Space,1,Mechanical Engineering Internship - F...,"El Segundo, Calif...",unknown,11,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-31T00:00:00+00:00,Garver,9,Buildings Mechanical Engineering Intern,"Dallas, TX, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a5a953c686b4755d1e1613a?utm_campaign=1048&utm_source=git
2026-08-01T03:35:00.880979+00:00,2026-07-31T00:00:00+00:00,"VECARIUS, Inc.",9,Mechanical Engineer (Intern with CAM),"Somerville, MA, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a6cfd9c32f9300c3a3e6666?utm_campaign=1048&utm_source=git
2026-08-01T03:35:00.880979+00:00,2026-07-02T03:35:00.880979+00:00,Generac,9,Mechanical Design Engineering Intern,"North Billerica, ...",unknown,7,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-02T03:35:00.880979+00:00,Bosch Group,9,Mechanical Design Engineering Intern,"Fort Lauderdale, FL",unknown,7,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-16T00:00:00+00:00,Unison (GE Aerospace),2,Engineering Intern (Summer 2027),"Jacksonville, FL",target,6,sndsh-2027,https://careers.geaerospace.com/global/en/job/GAOGAYGLOBALR5037097EXTERNALENGLOBAL/Unison-Engineering-Intern-Summer-2027
2026-08-01T03:35:00.880979+00:00,2026-07-31T00:00:00+00:00,"Spectrum Brands, Inc",9,Mechanical Engineering Intern,"Blacksburg, VA, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a6d06865c54bc4752cf0ab4?utm_campaign=1048&utm_source=git
2026-08-01T03:35:00.880979+00:00,2026-07-18T03:35:00.880979+00:00,Huntsman,9,Mechanical Engineering Intern,Texas,assumed,4,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-06-02T03:35:00.880979+00:00,Human Computer Lab,9,Intern - Mechanical Engineer,San Francisco,unknown,4,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-02T03:35:00.880979+00:00,Marmon Holdings,9,Mechanical Engineer Intern,United States of ...,unknown,4,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-02T03:35:00.880979+00:00,Lila Sciences,9,"Co-op, Mechanical Engineer","Cambridge, MA USA",unknown,4,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-02T03:35:00.880979+00:00,Thornton Tomasetti,9,Mechanical Engineer Co-op,"New York, NY, USA",unknown,4,zapply-2027,
2026-08-01T03:35:00.880979+00:00,2026-07-25T03:35:00.880979+00:00,Moog,3,"Intern, Test Engineering","Buffalo, NY",assumed,3,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-23T20:03:32+00:00,Kairos Power,2,Mechanical and Manufacturing Engineering Internship - Summer 2027 ,"Alameda, CA, Albuquerque, NM, or Oak Ridge, TN",target,14,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6123676004
2026-08-01T06:16:34.810552+00:00,2026-07-22T19:11:37+00:00,Kairos Power,2,Chemical and Materials Engineering Internship - Summer 2027,"Alameda, CA, Albuquerque, NM or Oak Ridge, TN ",target,6,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6122803004
2026-08-01T06:16:34.810552+00:00,2026-07-23T19:46:38+00:00,Kairos Power,2,Electrical Engineering Internship - Summer 2027,"Alameda, CA, Albuquerque, NM or Oak Ridge, TN ",target,6,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6123657004
2026-08-01T06:16:34.810552+00:00,2026-07-23T22:04:30+00:00,Kairos Power,2,Nuclear Engineering Internship - Summer 2027 ,"Alameda, CA, Albuquerque, NM, Oak Ridge, TN",target,11,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6123830004
2026-08-01T06:16:34.810552+00:00,2026-06-11T17:51:24+00:00,Anduril,1,2027 Manufacturing Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Seattle, Washington, United States",target,11,greenhouse:andurilindustries,https://boards.greenhouse.io/andurilindustries/jobs/5153218007?gh_jid=5153218007
2026-08-01T06:16:34.810552+00:00,2026-06-11T17:00:56+00:00,Anduril,1,2027 Electrical Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",target,8,greenhouse:andurilindustries,https://boards.greenhouse.io/andurilindustries/jobs/5148101007?gh_jid=5148101007
2026-08-01T06:16:34.810552+00:00,2026-06-11T17:34:22+00:00,Anduril,1,2027 Mechanical Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",target,13,greenhouse:andurilindustries,https://boards.greenhouse.io/andurilindustries/jobs/5153187007?gh_jid=5153187007
2026-08-01T06:16:34.810552+00:00,2026-06-09T03:18:35+00:00,Rocket Lab,1,Apprentice Aerospace Technician,"Auckland, NZ",unknown,9,greenhouse:rocketlab,https://job-boards.greenhouse.io/rocketlab/jobs/7712642003
2026-08-01T06:16:34.810552+00:00,2026-07-28T18:27:09.057000+00:00,Skydio,1,Product Design Engineer Intern,"San Mateo, California, United States",assumed,9,ashby:skydio,https://jobs.ashbyhq.com/skydio/ce482813-99c2-4eaa-a165-2ed201249182
2026-08-01T06:16:34.810552+00:00,2026-07-28T18:35:36.967000+00:00,Skydio,1,Electrical Engineer Intern,"San Mateo, California, United States",assumed,6,ashby:skydio,https://jobs.ashbyhq.com/skydio/9ac944bc-89da-44bb-bf9c-3b9922e7cbee
2026-08-01T06:16:34.810552+00:00,2026-07-31T00:00:00+00:00,Qnity,9,"2027 Summer Intern & Co-Op: Chemical, Mechanical and Electrical Engineering Opportunities - Qnity Electronics","Wilmington, DE, United States",target,6,jobright-engineering,https://jobright.ai/jobs/info/6a6cf01facb0a61f9dbc8058?utm_campaign=1048&utm_source=git
2026-08-01T06:16:34.810552+00:00,,Apple,2,Hardware Undergrad Engineering Internship,,assumed,4,sndsh-2027,https://jobs.apple.com/en-us/details/200663981-3810/hardware-undergrad-engineering-internships
2026-08-01T06:16:34.810552+00:00,2026-07-28T06:16:34.810552+00:00,Bosch Group,9,Powertrain Controls Software Engineer...,"Farmington Hills, MI",unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-06-02T06:16:34.810552+00:00,Hermeus,1,Subsystem Test Engineering Intern - F...,"Atlanta, GA",unknown,9,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-25T06:16:34.810552+00:00,Carrier Global,9,Thermal Optimization Engineering Inte...,CAG10: ALC,unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,BorgWarner,3,Mechanical Engineering Intern – Adv. ...,Michigan,unknown,5,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Intuitive,2,Computer Vision Engineering Intern - ...,"Sunnyvale, CA",unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Rivian and Volkswagen Group Technologies,2,Electromechanical Design Engineering ...,"Irvine, California",unknown,10,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-06-02T06:16:34.810552+00:00,Apple,2,Hardware Undergrad Engineering Intern...,United States,unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-05-03T06:16:34.810552+00:00,Astranis,1,Mechanical Engineer - Associate Progr...,San Francisco,unknown,9,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-04-03T06:16:34.810552+00:00,Varda Space,1,Mechanical Engineering Internship - F...,"El Segundo, Calif...",unknown,11,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-31T00:00:00+00:00,Garver,9,Buildings Mechanical Engineering Intern,"Dallas, TX, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a5a953c686b4755d1e1613a?utm_campaign=1048&utm_source=git
2026-08-01T06:16:34.810552+00:00,2026-07-31T00:00:00+00:00,"VECARIUS, Inc.",9,Mechanical Engineer (Intern with CAM),"Somerville, MA, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a6cfd9c32f9300c3a3e6666?utm_campaign=1048&utm_source=git
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Generac,9,Mechanical Design Engineering Intern,"North Billerica, ...",unknown,7,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Bosch Group,9,Mechanical Design Engineering Intern,"Fort Lauderdale, FL",unknown,7,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-16T00:00:00+00:00,Unison (GE Aerospace),2,Engineering Intern (Summer 2027),"Jacksonville, FL",target,6,sndsh-2027,https://careers.geaerospace.com/global/en/job/GAOGAYGLOBALR5037097EXTERNALENGLOBAL/Unison-Engineering-Intern-Summer-2027
2026-08-01T06:16:34.810552+00:00,2026-07-28T06:16:34.810552+00:00,Baxter International,9,Co-op Mechanical Engineering R&D,"Skaneateles, NY",assumed,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-31T00:00:00+00:00,"Spectrum Brands, Inc",9,Mechanical Engineering Intern,"Blacksburg, VA, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a6d06865c54bc4752cf0ab4?utm_campaign=1048&utm_source=git
2026-08-01T06:16:34.810552+00:00,2026-07-18T06:16:34.810552+00:00,Huntsman,9,Mechanical Engineering Intern,Texas,assumed,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-31T06:16:34.810552+00:00,KION Group,9,Mechanical Engineering Co-Op,Henrietta NY Unit...,assumed,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-06-02T06:16:34.810552+00:00,Human Computer Lab,9,Intern - Mechanical Engineer,San Francisco,unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Marmon Holdings,9,Mechanical Engineer Intern,United States of ...,unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Lila Sciences,9,"Co-op, Mechanical Engineer","Cambridge, MA USA",unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-02T06:16:34.810552+00:00,Thornton Tomasetti,9,Mechanical Engineer Co-op,"New York, NY, USA",unknown,4,zapply-2027,
2026-08-01T06:16:34.810552+00:00,2026-07-25T06:16:34.810552+00:00,Moog,3,"Intern, Test Engineering","Buffalo, NY",assumed,3,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-23T20:03:32+00:00,Kairos Power,2,Mechanical and Manufacturing Engineering Internship - Summer 2027 ,"Alameda, CA, Albuquerque, NM, or Oak Ridge, TN",target,14,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6123676004
2026-08-01T06:24:27.089018+00:00,2026-07-22T19:11:37+00:00,Kairos Power,2,Chemical and Materials Engineering Internship - Summer 2027,"Alameda, CA, Albuquerque, NM or Oak Ridge, TN ",target,6,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6122803004
2026-08-01T06:24:27.089018+00:00,2026-07-23T19:46:38+00:00,Kairos Power,2,Electrical Engineering Internship - Summer 2027,"Alameda, CA, Albuquerque, NM or Oak Ridge, TN ",target,6,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6123657004
2026-08-01T06:24:27.089018+00:00,2026-07-23T22:04:30+00:00,Kairos Power,2,Nuclear Engineering Internship - Summer 2027 ,"Alameda, CA, Albuquerque, NM, Oak Ridge, TN",target,11,greenhouse:kairospower,https://job-boards.greenhouse.io/kairospower/jobs/6123830004
2026-08-01T06:24:27.089018+00:00,2026-06-11T17:51:24+00:00,Anduril,1,2027 Manufacturing Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Seattle, Washington, United States",target,11,greenhouse:andurilindustries,https://boards.greenhouse.io/andurilindustries/jobs/5153218007?gh_jid=5153218007
2026-08-01T06:24:27.089018+00:00,2026-06-11T17:00:56+00:00,Anduril,1,2027 Electrical Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",target,8,greenhouse:andurilindustries,https://boards.greenhouse.io/andurilindustries/jobs/5148101007?gh_jid=5148101007
2026-08-01T06:24:27.089018+00:00,2026-06-11T17:34:22+00:00,Anduril,1,2027 Mechanical Engineer Intern,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Costa Mesa, California, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",target,13,greenhouse:andurilindustries,https://boards.greenhouse.io/andurilindustries/jobs/5153187007?gh_jid=5153187007
2026-08-01T06:24:27.089018+00:00,2026-06-09T03:18:35+00:00,Rocket Lab,1,Apprentice Aerospace Technician,"Auckland, NZ",unknown,9,greenhouse:rocketlab,https://job-boards.greenhouse.io/rocketlab/jobs/7712642003
2026-08-01T06:24:27.089018+00:00,2026-07-28T18:27:09.057000+00:00,Skydio,1,Product Design Engineer Intern,"San Mateo, California, United States",assumed,9,ashby:skydio,https://jobs.ashbyhq.com/skydio/ce482813-99c2-4eaa-a165-2ed201249182
2026-08-01T06:24:27.089018+00:00,2026-07-28T18:35:36.967000+00:00,Skydio,1,Electrical Engineer Intern,"San Mateo, California, United States",assumed,6,ashby:skydio,https://jobs.ashbyhq.com/skydio/9ac944bc-89da-44bb-bf9c-3b9922e7cbee
2026-08-01T06:24:27.089018+00:00,2026-07-31T00:00:00+00:00,Qnity,9,"2027 Summer Intern & Co-Op: Chemical, Mechanical and Electrical Engineering Opportunities - Qnity Electronics","Wilmington, DE, United States",target,6,jobright-engineering,https://jobright.ai/jobs/info/6a6cf01facb0a61f9dbc8058?utm_campaign=1048&utm_source=git
2026-08-01T06:24:27.089018+00:00,,Apple,2,Hardware Undergrad Engineering Internship,,assumed,4,sndsh-2027,https://jobs.apple.com/en-us/details/200663981-3810/hardware-undergrad-engineering-internships
2026-08-01T06:24:27.089018+00:00,2026-07-28T06:24:27.089018+00:00,Bosch Group,9,Powertrain Controls Software Engineer...,"Farmington Hills, MI",unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-06-02T06:24:27.089018+00:00,Hermeus,1,Subsystem Test Engineering Intern - F...,"Atlanta, GA",unknown,9,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-25T06:24:27.089018+00:00,Carrier Global,9,Thermal Optimization Engineering Inte...,CAG10: ALC,unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,BorgWarner,3,Mechanical Engineering Intern – Adv. ...,Michigan,unknown,5,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Intuitive,2,Computer Vision Engineering Intern - ...,"Sunnyvale, CA",unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Rivian and Volkswagen Group Technologies,2,Electromechanical Design Engineering ...,"Irvine, California",unknown,10,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-06-02T06:24:27.089018+00:00,Apple,2,Hardware Undergrad Engineering Intern...,United States,unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-05-03T06:24:27.089018+00:00,Astranis,1,Mechanical Engineer - Associate Progr...,San Francisco,unknown,9,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-04-03T06:24:27.089018+00:00,Varda Space,1,Mechanical Engineering Internship - F...,"El Segundo, Calif...",unknown,11,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-31T00:00:00+00:00,Garver,9,Buildings Mechanical Engineering Intern,"Dallas, TX, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a5a953c686b4755d1e1613a?utm_campaign=1048&utm_source=git
2026-08-01T06:24:27.089018+00:00,2026-07-31T00:00:00+00:00,"VECARIUS, Inc.",9,Mechanical Engineer (Intern with CAM),"Somerville, MA, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a6cfd9c32f9300c3a3e6666?utm_campaign=1048&utm_source=git
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Generac,9,Mechanical Design Engineering Intern,"North Billerica, ...",unknown,7,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Bosch Group,9,Mechanical Design Engineering Intern,"Fort Lauderdale, FL",unknown,7,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-16T00:00:00+00:00,Unison (GE Aerospace),2,Engineering Intern (Summer 2027),"Jacksonville, FL",target,6,sndsh-2027,https://careers.geaerospace.com/global/en/job/GAOGAYGLOBALR5037097EXTERNALENGLOBAL/Unison-Engineering-Intern-Summer-2027
2026-08-01T06:24:27.089018+00:00,2026-07-28T06:24:27.089018+00:00,Baxter International,9,Co-op Mechanical Engineering R&D,"Skaneateles, NY",assumed,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-31T00:00:00+00:00,"Spectrum Brands, Inc",9,Mechanical Engineering Intern,"Blacksburg, VA, United States",assumed,4,jobright-engineering,https://jobright.ai/jobs/info/6a6d06865c54bc4752cf0ab4?utm_campaign=1048&utm_source=git
2026-08-01T06:24:27.089018+00:00,2026-07-18T06:24:27.089018+00:00,Huntsman,9,Mechanical Engineering Intern,Texas,assumed,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-06-02T06:24:27.089018+00:00,Human Computer Lab,9,Intern - Mechanical Engineer,San Francisco,unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Marmon Holdings,9,Mechanical Engineer Intern,United States of ...,unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Lila Sciences,9,"Co-op, Mechanical Engineer","Cambridge, MA USA",unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-02T06:24:27.089018+00:00,Thornton Tomasetti,9,Mechanical Engineer Co-op,"New York, NY, USA",unknown,4,zapply-2027,
2026-08-01T06:24:27.089018+00:00,2026-07-25T06:24:27.089018+00:00,Moog,3,"Intern, Test Engineering","Buffalo, NY",assumed,3,zapply-2027,
